Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
Mercedes Benz CLS silver Registered,"1,650,000",Mercedes,CLS -class,2003,,Automatic,,Petrol,,Harcourt,89631
2011 Mercedes Benz GLK350 Mint Black,"2,780,000",Mercedes,GLK -class,2003,,Automatic,,Petrol,,Harcourt,75321
2008 Toyota Matrix xr Mint Black Reg,"1,000,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Harcourt,71410
2012 lexus es 350  very neat,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Alakahia,123456
Clean Toyota Corolla Sport 2004,"1,100,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Harcourt,67891
2011 lexus es 350 very neat,"1,200,000",Lexus,ES,2003,,Automatic,,Diesel,,Agu,123456
2012 lexus es 350 very neat,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Owerri,123456
Mercedes Benz GLC300 Silver ,"4,950,000",Mercedes,GL -class,2003,,Automatic,,Petrol,,Harcourt,74120
Lexus RX400 Silver Available Now,"1,000,000",Lexus,RX,2003,,Automatic,,Petrol,,Island,71000
Clean Title Lexus GX460 White ,"3,500,000",Lexus,GX,2003,,Automatic,,Petrol,,Harcourt,96310
2008 TOYOTA CAMRY SPORT ,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,100
TOK TOYOTA CAMRY SPORT 2008,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,80
2008 JUST ARRIVED TOYOTA CAMRY LE,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,85
JUST ARRIVED TOYOTA CAMRY LE,"1,280,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,28
CLEAN TOYOTA CAMRY XLE 2008,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,47
2008 TOYOTA CAMRY XLE,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,38
2008 TOYOTA CAMRY XLE,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,80
JUST ARRIVED TOYOTA CAMRY LE,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,47
Clean Toyota Highlander V6 2012 Model,"2,350,000",Toyota,Highlander,2003,,Automatic,,Petrol,,Harcourt,85210
Toyota Venza 2009 V6 Red,"5,700,000",Toyota,Venza,2009,,Automatic,,Petrol,,Lagos,85210
TOYOTA SIENNA FOR SALE,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,100
2008 TOYOTA SIENNA,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,47
CLEAN TOYOTA SIENNA FOR SALE,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,50
2007 TOYOTA SIENNA,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,70
2007 TOYOTA SIENNA,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,76
2007 CLEAN TOYOTA SIENNA FOR SALE,"1,450,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,80
Toyota Camry,"3,800,000",Toyota,Camry,2013,,Automatic,,Petrol,,Abuja,12886
CLEAN 2005 TOYOTA SIENNA,"1,350,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,000032
2006 TOYOTA SIENNA FOR SALE,"1,280,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,90
TOYOTA SIENNA FOR SALE 2006,"1,350,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,80
TOYOTA SIENNA FOR SALE,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,100
2003 CLEAN TOYOTA SIENNA FOR SALE,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,120
Toyota sienna for sale,"1,150,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,100
CLEAN 2003 TOYOTA SIENNA,"1,250,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,100
2005 toyota camry for sale,"1,300,000",Toyota,Camry,2003,,Automatic,,Petrol,,Ikeja,56894
2005 toyota matrix for sale,"1,300,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Ikeja,47963
2003 toyota camry for sale,"1,200,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Ikeja,89653
2004 honda accord,"1,100,000",Honda,Accord,2001,,Automatic,,Petrol,,Ikeja,45673
TOK HONDA CIVIC FOR SALE,"1,250,000",Honda,Civic,2002,,Automatic,,Petrol,,Lagos,90
2003 HONDA CIVIC FOR SALE,"1,000,000",Honda,Civic,2002,,Automatic,,Petrol,,Lagos,30
TOK HONDA CIVIC FOR SALE,"1,130,000",Honda,Civic,2002,,Automatic,,Petrol,,Lagos,65
2003 CLEAN HONDA CIVIC FOR SALE,"1,300,000",Honda,Civic,2002,,Automatic,,Petrol,,Lagos,70
TOYOTA CAMRY FOR SALE,"1,150,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,80
2003 TOYOTA CAMRY FOR SALE,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,65
Toyota camry SE ,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Harcourt,085854
Toyota sienna,"1,000,000",Toyota,Sienna,2004,,Automatic,,Petrol,,Ikeja,13874
Lexus ES ,"1,000,000",Lexus,ES,2004,,Automatic,,Petrol,,Agege,10756
Toyota camry ,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Festac,10455
FOREIGN USED TOYOTA CAMRY FULL OPTION,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Festac,10755
very neat and sound HONDA ACCORD full option ,"1,000,000",Honda,Accord,2004,,Automatic,,Petrol,,Mainland,107975
2008 Toyota Camry very neat ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,123456
2005 model Hummer H3 SUV For sale,"2,500,000",Hummer,H3,2002,,Automatic,,Petrol,,Lagos,25400
Very Clean Acura TL 2010 model for Sale,"1,450,000",Acura,TL,2002,,Automatic,,Petrol,,Ichi,12000
2012 model toyota sienna ,"1,800,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Uyo,3000
2014 model toyota sienna,"2,600,000",Toyota,Sienna,2008,,Automatic,,Petrol,,Warri,3500
2002 toyota picnic,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Lagos,87
2003 toyota picnic,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Lagos,86
2008 Toyota Sienna very neat ,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Calabar,123456
2005 toyota picnic,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Lagos,84
2004 toyota picnic,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,85
Neat 2019 Range rover for sale,"4,500,000",Land rover,Range Rover,2002,,Automatic,,Petrol,,Badagry,145235
 sharp 2006 MERCEDES-BENZ ML 350,"2,900,000",Mercedes,ML -class AMG,2002,,Automatic,,Petrol,,Badagry,159152
Clean 2006 mercedes benz ML350 for sale,"3,000,000",Mercedes,ML -class AMG,2002,,Automatic,,Petrol,,Badore,158195
Neat 2011 Mercedes benz GLK 350,"1,500,000",Mercedes,GLK -class,2004,,Automatic,,Petrol,,Island,54800
2006 toyota corolla,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,82
2006 toyota corolla sport,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,79
2006 toyota corolla sport,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,77
2006 toyota corolla sport,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,82
2006 toyota corolla sport,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,78
2005 toyota camry,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,87
2006 toyota camry,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,84
2006 Toyota Camry,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,85
2005 toyota camry,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,82
2006 toyota camry,"1,150,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,83
2010 lexus rx350,"2,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,86
2005 lexus rx300,"1,450,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,84
Clean tokumbo Lexus es 330,"1,000,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,98
2003 lexus rx300,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,86
2008 toyota 4runner,"2,250,000",Toyota,4runner,2002,,Automatic,,Petrol,,Lagos,84
2008 toyota 4runner ,"2,300,000",Toyota,4runner,2002,,Automatic,,Petrol,,Lagos,86
2009 toyota camry,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,85
2008 toyota camry,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,83
2010 toyota camry,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,85
2008 toyota camry,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,86
2008 toyota camry,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,87
2010 toyota camry,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,85
TOYOTA COROLLA ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
2010 toyota corolla,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,83
2010 toyota corolla,"1,250,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,86
2010 toyota corolla,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,83
2010 toyota corolla,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,85
2008 toyota corolla,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,84
TOYOTA AVENZA ,"1,500,000",Toyota,Avanza,2002,,Automatic,,Petrol,,Lagos,1000
2006 toyota corolla,"1,250,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,86
Toyota camry 2008,"1,400,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,86
TOYOTA HIGHLANDER ,"2,000,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA AVENZA ,"1,500,000",Toyota,Avanza,2002,,Automatic,,Petrol,,Lagos,2000
2005 toyota corolla,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,87
TOYOTA SIENNA ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Lagos,1000
2004 toyota corolla,"1,250,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,82
TOYOTA PICNIC ,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Lagos,1000
HONDA ACCORD ,"1,000,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX350 ,"1,600,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
2004 toyota corolla,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,87
TOYOTA HIACE ,"1,000,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Lagos,1000
2008 toyota rav4,"2,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,87
LEXUS RX330 ,"1,100,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX300 ,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
2010 toyota rav4,"2,300,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,84
TOYOTA COROLLA ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS ES 350 ,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,1000
2010 toyota rav4,"2,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,84
2005 lexus es300,"1,250,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,82
2009 lexus es350,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,87
2005 lexus es330,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,84
2005 lexus es330,"1,350,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,85
2005 lexus es330,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,85
Clean tokumbo Lexus es 350 2009,"1,000,000",Lexus,ES,2002,,Automatic,,Petrol,,Badagry,70
2003 Toyota Camry,"2,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,45708
2010 lexus es350 ,"1,400,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,89
2008 lexus es350,"1,450,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,87
2003 Toyota matrix,"1,400,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,45078
2003 lexus es300,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,83
2005 lexus es330,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,84
2010 lexus es350,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,85
2007 model Toyota RAV4 XLE for sale,"2,950,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,254000
2002 Toyota venza,"1,500,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,27405
2002 Toyota Sienna,"1,400,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,25470
2014 CLEAN HONDA ACCORD FOR AUCTION ONLY,"1,450,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,100
CLEAN HONDA ACCORD FOR SALE,"1,380,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,100
2014 TOK HONDA ACCORD FOR SALE,"1,450,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,86
2014 HONDA ACCORD FOR AUCTION,"1,250,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,80
2014 TOK HONDA ACCORD FOR SALE,"1,350,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,27
2015 HONDA ACCORD FOR AUCTION ONLY,"1,650,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,23
2015 HONDA ACCORD FOR SALE,"1,350,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,36
CLEAN HONDA ACCORD FOR SALE,"1,450,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,100
Extremely CLEAN HONDA ACCORD,"1,380,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,47
CLEAN HONDA ACCORD FOR SALE,"1,450,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,86
2015 TOYOTA COROLLA SPOT,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,85
TOYOTA COROLLA FOR SALE,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,70
CLEAN TOYOTA COROLLA FOR SALE,"1,320,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,67
AVAILABLE FOR SALE LEXUS RX 350,"1,450,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,37
TOK LEXUS RX 350 FOR SALE,"1,350,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,47
TOK 2015 LEXUS RX 350 FOR SALE,"1,650,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,86
"2016 model Toyota RAV4 XLE for sale
","2,950,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,254000
2018 model Toyota RAV4 for sale,"4,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,254000
2019 model Toyota RAV4 XLE for sale,"8,500,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,254000
2015 model Nissan Pathfinder for sale,"2,600,000",Nissan,Pathfinder,2002,,Automatic,,Petrol,,Apapa,254000
Volkswagen beetle for sale,"1,000,000",Volkswagen,Beetle,2002,,Manual,,Petrol,,Jimoh,152863
2014 model Nissan Pathfinder for sale,"2,400,000",Nissan,Pathfinder,2002,,Automatic,,Petrol,,Lagos,254000
Lexus RX350 Fully Loaded,"1,850,000",Lexus,RX,2003,,Automatic,,Petrol,,Alakoka,40540
Lexus Rx350 Red Color ,"2,000,000",Lexus,RX,2003,,Automatic,,Petrol,,Ilorin,88754
2016 TOYOTA CAMRY BLUE,"2,800,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,63210
Peugeot 408 Available Now,"1,000,000",Peugeot,508,2003,,Automatic,,Petrol,,Harcourt,741558
TOYOTA CAMRY 2018 MODEL,"2,350,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,96210
2016 Mercedes-benz GLE 450 Tokz,"3,950,000",Mercedes,G -class AMG,2003,,Automatic,,Petrol,,Makurdi,524711
Neatly used 2016 Toyota RAV4 for sale,"2,780,000",Toyota,RAV4,2003,,Automatic,,Petrol,,Harcourt,71480
TOYOTA Highlander 2016 Model,"3,500,000",Toyota,Highlander,2003,,Automatic,,Petrol,,Alakoka,87410
2012 Toyota LandCruiser Prado Jeep,"2,500,000",Toyota,Land Cruiser,2003,,Automatic,,Petrol,,Alakija,635865
2011 Hyundai Sonata Green Available Now,"1,000,000",Hyundai,Sonata,2003,,Automatic,,Petrol,,Harcourt,87410
Clean Toyota  Corolla,"1,400,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,100888
TOYOTA COROLLA 2011 Used,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Harcourt,98410
"2010 Model Nissan Pathfinder SE

","2,500,000",Land rover,Range Rover,2002,,Automatic,,Petrol,,Lagos,254000
Neat 2006 mercedes benz ML350 4matic for sale,"2,500,000",Mercedes,ML -class AMG,2002,,Automatic,,Petrol,,Badagry,71000
2014 Model Toyota Venza Limited Toks Fully Loaded,"1,000,000",Toyota,Venza,2003,,Automatic,,Petrol,,Ilorin,51470
2015 Toyota Corolla Le Available Now,"1,950,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Harcourt,85401
Clean Pontiac vibe for sale,"1,405,000",Pontiac,Vibe,2003,,Automatic,,Petrol,,Lagos,108808
2008 Lexus Is250 Mint Black Color,"1,000,000",Lexus,IS,2003,,Automatic,,Petrol,,Harcourt,65120
2011 Hyundai Sonata Black,"1,000,000",Hyundai,Sonata,2003,,Automatic,,Petrol,,Harcourt,51000
Clean Pontiac vibe for sale,"1,400,000",Pontiac,Vibe,2004,,Automatic,,Petrol,,Lagos,100887
2011 Ford Edge Available Now,"1,000,000",Ford,Edge,2003,,Automatic,,Petrol,,Harcourt,67230
Very Clean Toyota Camry 2008 Tokubo For Sale,"2,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,234
"2018 BMW X6 Fresh Tokunbo

","3,000,000",BAW,CB4,2002,,Automatic,,Petrol,,Ilishan,52856
Toyota Camry 2011,"4,000,000",Toyota,Camry,2011,,Automatic,,Petrol,,Island,241500
Lexus Es 350 2010,"4,250,000",Lexus,ES,2010,,Automatic,,Petrol,,Lagos,41250
Lexus Es350 2011,"4,800,000",Lexus,ES,2011,,Automatic,,Petrol,,Mainland,241500
VERY CLEAN TOYOTA FORTUNER 2014/2016 MODEL FOR SALE ,"2,950,000",Toyota,Fortuner,2002,,Automatic,,Petrol,,Abuja,28939
SUPER CLEAN TOYOTA AVALON 2014 MODEL AVAILABLE FOR SALE,"1,600,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Garki,25399
Very Clean 2011 Model Toyota Avalon Available,"1,200,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Ogbomosho,80001
VERY CLEAN LEXUS ES330 2005/2006 MODEL FOR SALE,"1,000,000",Lexus,ES,2002,,Automatic,,Petrol,,Abarura,58632
Very Clean 2012 model Lexus Es330 ,"1,000,000",Lexus,ES,2002,,Automatic,,Petrol,,Egbeda,52863
IMPORTED IVECO DAILY 6SEATER MINI BUS,"3,950,000",Iveco,Daily,2002,,Automatic,,Petrol,,Jos,69586
"Very Clean Toyota Venza 2013, Tokunbo ","1,600,000",Toyota,Venza,2002,,Automatic,,Petrol,,Agege,86329
"2013 TOYOTA HIGHLANDER FWD 4DR V6

","2,500,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Jos,52368
CLEAN TOYOTA SIENNA ,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,180
Clean Toyota Camry tokunbo ,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,180
" Tokunbo Used 2009 Land Rover Hse Sport 

","2,500,000",Land rover,Range Rover,2002,,Automatic,,Petrol,,Lagos,144646
"Land Rover Range Rover Sport 
","2,200,000",Land rover,Range Rover,2002,,Automatic,,Petrol,,Lagos,254000
Still Very Clean Toyota Highlander Limited V6 For Sale,"2,950,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Adeja,085269
Toyota Highlander,"2,890,000",Toyota,Highlander,2006,,Automatic,,Petrol,,Epe,254500
Toyota Haice Bus,"3,870,000",Toyota,Hiace,2006,,Automatic,,Petrol,,Abarura,24150
Toyota corolla ,"1,550,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Mainland,2405
Volkswagen Rabbit S (Golf 5),"2,650,000",Volkswagen,Golf,2009,,Automatic,,Petrol,,Lagos,125400
Honda CR-V,"3,580,000",Honda,Lucerne CXL,2008,,Automatic,,Petrol,,Araromi,24188
Lexus RX,"4,100,000",Lexus,RX,2009,,Automatic,,Petrol,,Araromi,241500
Honda Pilot,"2,500,000",Honda,Pilot,2008,,Automatic,,Petrol,,Lagos,2008
Toyota Sienna,"1,650,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,14000
Toyota Camry ,"1,780,000",Toyota,Camry,2003,,Automatic,,Petrol,,Mainland,12400
Toyota sienna 2005 model for sale,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Oshogbo,125368
Toyota Camry 2008 for sale,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,152863
Volkswagen golf 1999 model for sale,"1,100,000",Volkswagen,Golf,2002,,Manual,,Petrol,,Ibadan,162538
Lexus,"4,050,000",Lexus,RX,2004,,Automatic,,Petrol,,Lagos,100558
Lexus RX 330 for sale,"4,000,000",Lexus,RX,2004,,Automatic,,Petrol,,Lagos,108848
Lexus Lx base 2018 for sale,"4,400,000",Lexus,LX,2002,,Automatic,,Petrol,,Lagos,250064
mercedes benz g-class 2019 for sale,"7,800,000",Mercedes,G -class,2002,,Automatic,,Petrol,,Lagos,456807
 Land Rover Range Raver velar 2018,"5,500,000",Land rover,Range Rover,2002,,Automatic,,Petrol,,Lagos,250358
2005 model Toyota sienna for sale,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,2500
2010 Toyota Corolla Sport very neat ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Araromi,123456
2013 Toyota Camry LE very neat,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Kokoto,123456
Clean Toyota matrix for sale,"1,400,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,100858
2013 Honda Accord very neat,"1,300,000",Honda,Accord,2002,,Automatic,,Petrol,,Harcourt,123456
2005 Lexus RX330 very neat,"1,100,000",Lexus,RX,2002,,Automatic,,Petrol,,Jeddo,123456
2018 Toyota Camry XSE very neat,"1,600,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,123456
2010 Toyota Corolla very neat,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Central,123456
2015 Toyota Sienna very neat,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Harcourt,123456
2015 Toyota Corolla Sport very neat,"1,350,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Mangoro,123456
2009 Toyota Camry very neat ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ogbomosho,123456
2014 Lexus IS 250 very neat ,"1,250,000",Lexus,IS,2002,,Automatic,,Petrol,,Abarura,123456
2015 Toyota Camry SE very neat,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,123456
2015 Toyota Corolla very neat,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Uwani,123456
Clean Toyota sienna for sale,"1,500,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Lagos,100055
Clen Tokunbo Toyota Corolla 2003 For Sale for 2.05M Naira,"2,050,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,166173
Clean Toyota sienna for sale,"1,500,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Lagos,100555
Clean Toyota Corolla,"1,350,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,100588
2017 toyota Camry for sale,"1,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Asaba,212512
toyota Camry 2012 model for sale,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ilorin,213212
super clean 2016 toyota Camry SE for sale,"1,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,521432
2009 direct tokumbor toyota Camry XLE for sale,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,235423
CLEAN LEXUS RX 350 FOR SALE,"1,350,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,35
TOKUNBO LEXUS RX 350 FOR SALE,"1,650,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,25
Clean Lexus RX 350 For sale,"1,450,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,38
2012 TOYOTA COROLLA SPOT,"1,350,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,000090
2012 TOYOTA COROLLA FOR SALE,"1,450,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,100
TOYOTA HIACE ,"1,000,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA COROLLA ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
ACURA MDX ,"1,200,000",Acura,MDX,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX300 ,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA AVENZA ,"1,500,000",Toyota,Avanza,2003,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS ES 350 ,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA SIENNA ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX330 ,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,10000
direct tokunbo Suzuki van 2009 model for sale,"1,000,000",Suzuki,Verona,2002,,Manual,,Petrol,,Abakaliki,165843
Range Rover Vogue 2013,"17,500,000",Land rover,Range Rover,2013,,Automatic,,Petrol,,Lekki,36528
Honda Element For Sale At Affordable Price,"1,200,000",Honda,Element,2002,,Automatic,,Petrol,,Abeokuta,1200
Toyota 4 Runner For Sale At Affordable Price,"1,100,000",Toyota,4runner,2002,,Automatic,,Petrol,,Abakaliki,1100
Toyota Matrix For Sale At Affordable Price,"1,000,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Abakaliki,1000
