Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
toyota sienna for sale at good rate,"1,500,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Ijesha,5000
"Toyota Highlander 2001, Automatic","1,600,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Lagos,25000
toyota camry for sale at good rate,"1,500,000",Toyota,Camry,2001,,Automatic,,Petrol,,Jos,5000
Toyota Corolla le for sale at an affordable price,"2,000,000",Toyota,Corolla,2008,,Automatic,,Petrol,,Asaba,5000
Clean Toyota Sienna,"1,200,000",Toyota,Sienna,2004,,Automatic,,Petrol,,Lagos,798412
Clean Lexus Rx 300,"1,200,000",Lexus,RX,2004,,Automatic,,Petrol,,Lagos,798412
Clean Toyota Solara,"1,000,000",Toyota,Solara,2003,,Automatic,,Petrol,,Lagos,897351
Clean Toyota Rav4 2002,"1,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,879641
Clean Toyota Camry,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,796542
Clean Toyota Corolla Sport,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,892435
Clean Toyota Corolla,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,798654
Clean Lexus es 300,"1,200,000",Lexus,ES,2003,,Automatic,,Petrol,,Lagos,789654
2005 Toyota highlander is full of options ,"1,100,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Zaria,1000
2005 Toyota Corolla is full options ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ibadan,1000
2008 Lexus rx350 is full of options ,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Ekiti,2000
TOYOTA CAMRY ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1000
2010 toyota venza,"1,300,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,3000
2010 toyota venza,"1,400,000",Toyota,Venza,2002,,Automatic,,Petrol,,Warri,3000
Honda cr-v,"1,000,000",Honda,CR-V,2004,,Automatic,,Petrol,,Lagos,125895
2004 lexus es300,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Abuja,3000
2005 Lexus rx330 ,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Harcourt,3000
2010 Lexus rx330,"1,200,000",Lexus,RX,2001,,Automatic,,Petrol,,Warri,3000
"Tokunbo 2010 Toyota Rav4

","1,600,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Jos,67
"2010 Toyota Rav4 FOR SALE

","1,500,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Abuja,67
"Clean Tokunbo 2010 Toyota Rav4

","1,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Apo,67
"2010 Toyota Sienna

","1,200,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Harcourt,67
"Toyota Corolla 2001, Automatic","1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Lagos,25000
2005 Lexus RX 350,"2,500,000",Lexus,RX,2005,,Automatic,,Petrol,,Lagos,98
"Toyota Camry 2010, Automatic ","1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,25000
"2012 Toyota Sienna

","1,500,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Lagos,86
"Toyota Sienna

","1,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ikeja,87
Lexus Rx350 2013 model full option for sale,"1,750,000",Lexus,RX,2001,,Automatic,,Petrol,,Uwani,98
Lexus Rx350 2013 model full option for sale,"1,800,000",Lexus,RX,2002,,Automatic,,Petrol,,Benin,87
Lexus Rx350 2013 model full option for saleLexus Rx350 2013 model full option for sale,"1,850,000",Lexus,RX,2001,,Automatic,,Petrol,,Abakaliki,90
"Toyota Camry 2002, Automatic ","1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,25000
"Toyota Camry 2003, Automatic ","1,300,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,25000
Toyota Highlander Limited 2013 for sale,"1,550,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Asaba,80
2001 Toyota Matrix,"1,400,000",Toyota,Matrix,2001,,Automatic,,Petrol,,Lagos,25000
2011 toyota camry ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,3000
SPARKLING Tokunbo 2005 Toyota Highlander 4x4 Limited for sale,"1,200,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Island,85
"Toyota Tundra 2001, Automatic","1,800,000",Toyota,Tundra,2001,,Automatic,,Petrol,,Lagos,25000
Tokunbo 2010 Toyota Sienna for sale,"1,350,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Warri,90
"Brand New 2017 Toyota Sienna XLE Limited for sale

","1,650,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Uyo,98
"Toyota RAV4 2002, Automatic ","1,700,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,26000
2013 toyota sienna ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,3000
"Toyota Venza 2003, Automatic ","1,900,000",Toyota,Venza,2003,,Automatic,,Petrol,,Lagos,25000
2008 Toyota Sienna Tokunbo For Sale Super Clean And Cheap ,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Harcourt,96
Neat Toyota Sienna Xle 2013 Model for sale,"1,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Harcourt,900
Toyota Sienna XLE 2007 Model for sale,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Harcourt,90
2011 Mercedes Benz C300,"3,000,000",Mercedes,C -class,2005,,Automatic,,Petrol,,Lagos,121000
2020 Toyota Rush,"20,000,000",Toyota,Rush,2008,,Automatic,,Petrol,,Lagos,10000
2008 toyota sequoia limited,"1,400,000",Toyota,Sequoia,2002,,Automatic,,Petrol,,Harcourt,3000
2003 Lexus ES300 ,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,3000
2008 toyota 4runner ,"1,000,000",Toyota,4runner,2001,,Automatic,,Petrol,,Warri,3000
2008 toyota haice bus,"1,100,000",Toyota,Hiace,2001,,Manual,,Petrol,,Lagos,3000
2011 toyota camry,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,3000
2008 Nissan armada,"1,200,000",Nissan,Almera,2002,,Automatic,,Petrol,,Lagos,3000
2009 Nissan altima,"1,000,000",Nissan,Altima,2002,,Automatic,,Petrol,,Lagos,3200
"Toyota Camry 2003, Automatic ","2,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,25000
2008 honda civic ,"1,000,000",Honda,Civic,2002,,Automatic,,Petrol,,Lagos,3000
2002 TOYOTA HIACE 300,"1,000,000",Toyota,Hiace,2002,,Manual,,Petrol,,Ekiti,12425
"Mercedes-Benz GLE 2004, Automatic","3,000,000",Mercedes,GL -class,2004,,Automatic,,Petrol,,Lagos,24000
"Toyota 4Runner 2001, Automatic","1,800,000",Toyota,4runner,2001,,Automatic,,Petrol,,Lagos,78450
2011 TOYOTA HIGHLANDER LIMITED,"2,000,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Asaba,106499
2008 mercedes c300,"1,200,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Lagos,3000
2010 LAND ROVER RANGE ROVER SPORT SC,"2,500,000",Land rover,Range Rover,2002,,Automatic,,Petrol,,Abakaliki,56724
2010 toyota highlander ,"1,300,000",Toyota,Highlander,2003,,Automatic,,Petrol,,Harcourt,3000
2009 toyota corolla ,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Onitsha,3000
Mercedes Benz Glk for sale,"3,500,000",Other,Other,2002,,Automatic,,Petrol,,Owerri,5050
 Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Minna,6500
"A Clean Tokunbo Toyota Corolla For Sale 

","1,250,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Gwarinpa,65685
2008 LEXUS RX 350,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Harcourt,109942
Toyota sienna for sale,"1,650,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Harcourt,3500
Toyota Corolla 2012,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ibadan,24535
2013 direct tokunbo Mercedes Benz g wagon,"10,550,000",Mercedes,G -class,2002,,Automatic,,Petrol,,Harcourt,8796
Nissan Micra 2015,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,Ibadan,123852
"Toyota Sienna For Sale.

","1,250,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Alafia,3600
NISSAN MICRA 2015,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,Akure,123834
Nissan Micra 2015,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,Uyo,12385
Nissan Micra,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,Ibadan,12385
TOYOTA HIGHLANDER 2008,"1,500,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Harcourt,192232
2012 Lexus RX 350,"2,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,71253
TOYOTA HIGHLANDER 2008,"1,500,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Harcourt,192232
Toyota RAV4,"1,100,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Harcourt,24613
available Toyota  Avalon for sale ,"1,250,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Harcourt,3200
Toyota matrix 2007,"1,000,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Akure,19855
clean Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Jos,8400
Toyota Corolla 2004,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abakaliki,14241
NISSAN MICRA 2014,"1,000,000",Nissan,Micra,2002,,Manual,,Petrol,,Asaba,11124
Lexus,"2,900,000",Lexus,RX,2003,,Manual,,Petrol,,Abuja,140
Toyota Camry 2009,"1,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Uyo,12455
VOLKSWAGEN GOLF,"1,000,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Ilorin,24164
Toyota sienna 2007,"1,300,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ibadan,12242
Toyota Corolla 2010,"1,150,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Calabar,13234
2006 Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Ilorin,66
PEUGEOT 406,"1,000,000",Peugeot,406,2002,,Automatic,,Petrol,,Ode,12452
Toyota Venza for sale,"1,600,000",Toyota,Venza,2001,,Automatic,,Petrol,,Calabar,99
Toyota RAV4,"1,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Calabar,12112
2010 toyota camry xle,"1,200,000",Toyota,Camry,2001,,Automatic,,Petrol,,Warri,3000
Toyota Corolla,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Asaba,11111
Toyota Venza for sale,"1,600,000",Toyota,Venza,2001,,Automatic,,Petrol,,Abuja,89
Toyota Camry,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ilorin,14235
Lexus es 350,"1,000,000",Lexus,ES,2002,,Automatic,,Petrol,,Uyo,12436
2010 Toyota Venza for sale,"1,600,000",Toyota,Venza,2001,,Automatic,,Petrol,,Abakaliki,99
Toyota Corolla,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ibadan,14216
2010 Toyota Highlander for sale ,"1,450,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Gwagwalada,98
2009 model toyota camry,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Warri,3000
NISSAN MICRA,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,Abeokuta,14142
TOYOTA COROLLA,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Akure,14752
HONDA ACCORD,"1,000,000",Honda,Accord,2002,,Automatic,,Petrol,,Abeokuta,14256
2006 toyota highlander,"1,000,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Harcourt,3000
TOYOTA CAMRY,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Gwagwalada,12485
LEXUS RX 350,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Ibadan,141731
Direct tokunbo Toyota RAV4,"1,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Jos,141735
Toyota Avalon,"1,200,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Akure,141731
Toyota Highlander for sale at Affordable Affordable price,"1,250,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Harcourt,1000
2006 Toyota Camry LE,"1,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Lagos,121000
2009 toyota highlander,"1,000,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Harcourt,3000
2010 model Toyota corolla for sell. ,"2,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Calabar,145254
2010 model Toyota Camry for sell. ,"2,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Makurdi,142587
2010 model Toyota venza for sell. ,"2,100,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,145287
"Toyota Avalon 2008, Automatic","1,300,000",Toyota,Avalon,2001,,Automatic,,Petrol,,Lagos,27000
"Lexus LX 2015, Automatic ","3,600,000",Lexus,LX,2002,,Automatic,,Petrol,,Lagos,25000
"BMW 3 2007, Automatic","1,500,000",BMW,3,2001,,Automatic,,Petrol,,Lagos,26000
"Toyota Land Cruiser Prado 2012, Automatic","4,000,000",Toyota,Land Cruiser,2001,,Automatic,,Petrol,,Lagos,25000
"Toyota Highlander 2008, Automatic","2,000,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Lagos,25000
2002 Toyota Matrix ,"1,300,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,25000
"Toyota Camry 2012, Automatic 

","1,200,000",Toyota,Camry,2001,,Automatic,,Petrol,,Lagos,25000
2002 Toyota Camry LE,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,12150
Lexus Rx300,"1,500,000",Lexus,RX,2003,,Automatic,,Petrol,,Mainland,14250
Honda CRV,"3,250,000",Honda,CR-V,2007,,Automatic,,Petrol,,Lagos,142500
Toyota Sienna ,"3,250,000",Toyota,Sienna,2008,,Automatic,,Petrol,,Mainland,14254
Toyota Tacoma,"5,950,000",Toyota,Tacoma,2008,,Automatic,,Petrol,,Mainland,145200
Toyota Land Cruiser Prado,"15,000,000,000",Toyota,Prado,2020,,Automatic,,Petrol,,Calabar,142500
Toyota Highlander,"2,450,000",Toyota,Highlander,2005,,Automatic,,Petrol,,Araromi,14408
Toyota Corolla ,"1,750,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Mainland,1424
"Mercedes Benz C300 

for sale","2,000,000",Mercedes,C -class,2005,,Automatic,,Petrol,,Harcourt,140
2009 model Toyota vanza for sell. ,"1,800,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,145258
2002 toyota matrix for urgent sale,"1,550,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,202000
2002 toyota Solara for urgent sale,"1,050,000",Toyota,Solara,2002,,Automatic,,Petrol,,Lagos,189000
2002 toyota matrix for urgent sale,"1,350,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,232000
"TOYOTA CAMRY 2.2, 2009 MODEL IS UP FOR SALE WITH FULL OPTIONS ","1,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Ota,1534
TOYOTA CAMRY 2015 MODEL FOR SALE WITH FULL OPTIONS ,"1,250,000",Toyota,Camry,2001,,Automatic,,Petrol,,Ota,1584
TOYOTA CAMRY FOR SALE 2015 MODEL WITH FULL OPTIONS ,"1,250,000",Toyota,Camry,2001,,Automatic,,Petrol,,Ota,1269
LEXUS RX 350 FOR SALE 2010 MODEL WITH FULL OPTIONS ,"1,100,000",Lexus,RX,2001,,Automatic,,Petrol,,Ota,1854
LEXUS RX 350 FOR SALE 2010 MODEL WITH FULL OPTIONS ,"1,100,000",Lexus,RX,2001,,Automatic,,Petrol,,Ota,1256
LEXUS RX 350 FOR SALE 2010 MODEL FOR SALE WITH FULL OPTIONS ,"1,100,000",Lexus,RX,2001,,Automatic,,Petrol,,Ota,1578
TOYOTA HIGHLANDER 2007 MODEL FOR SALE WITH FULL OPTIONS ,"1,000,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Ota,1436
TOYOTA HIGHLANDER 2007 MODEL FOR SALE WITH FULL OPTIONS ,"1,000,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Ota,1642
TOYOTA HIGHLANDER 2007 MODEL FOR SALE WITH FULL OPTIONS ,"1,000,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Ota,1534
"Mercedes Benz C300 4matic For Sale 

","1,980,000",Mercedes,C -class,2003,,Automatic,,Petrol,,Benin,140
2005 Toyota Corolla,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Lagos,21500
2009 Lexus ES350,"2,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,11200
2008 Toyota Highlander,"2,400,000",Toyota,Highlander,2003,,Automatic,,Petrol,,Lagos,12000
2007 model Toyota Avalon for sell. ,"1,100,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Abuja,145284
2008 Mercedes Benz C300,"2,000,000",Mercedes,C -class,2004,,Automatic,,Petrol,,Lagos,120000
2010 Lexus RX350 ,"3,000,000",Lexus,RX,2003,,Automatic,,Petrol,,Lagos,21000
2010 Toyota Highlander white for sale,"1,450,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Abakaliki,83
2012 Toyota Camry LE,"1,400,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,120000
clean tokumbor 2010 toyota avensis,"1,700,000",Toyota,Avensis,2002,,Automatic,,Petrol,,Warri,21345
very clean 2004 toyota avensis for sale,"1,100,000",Toyota,Avensis,2002,,Automatic,,Petrol,,Ilorin,25341
2018 toyota 4runner tokumbor for sale,"12,000,000",Toyota,4runner,2002,,Automatic,,Petrol,,Harcourt,125364
limited edition 2016 toyota 4runner for sale,"13,000,000",Toyota,4runner,2002,,Manual,,Petrol,,Lagos,52435
solid 2012 toyota 4runner toks limited,"7,000,000",Toyota,4runner,2002,,Automatic,,Petrol,,Ilorin,8524
direct 2015 toks toyota rav4  limited edition,"9,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,23564
2008 toyota rav4 for sale,"2,450,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Harcourt,8564
2007 model Toyota Sienna for sell. ,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ibadan,152541
Toyota dodgrand cavan for saleToyota,"1,700,000",Toyota,Origin,2003,,Automatic,,Petrol,,Badagry,85000
toks 2009 Acura MDX for sale,"3,550,000",Acura,MDX,2002,,Automatic,,Petrol,,Lagos,56845
neat 2007 Acura MDX for sale,"6,000,000",Acura,MDX,2002,,Automatic,,Petrol,,Onitsha,25642
2007 model Toyota corolla for sell. ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,145254
very clean 2011 ford explorer for sale,"8,450,000",Ford,Explorer,2002,,Automatic,,Petrol,,Ibadan,23564
Tokumbo Toyota Camry 2010,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,14253
2007 model Toyota Camry for sell. ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Benin,152287
2016 Ford explorer for sale,"11,500,000",Ford,Explorer,2002,,Automatic,,Petrol,,Calabar,56324
just arrived 2012 Ford Explorer for sale,"8,000,000",Ford,Explorer,2002,,Automatic,,Petrol,,Harcourt,25345
mega neat 2016 brand new Ford Explorer limited,"12,000,000",Ford,Explorer,2002,,Automatic,,Petrol,,Lagos,253654
Toyota Camry 2006 for sale,"1,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Onitsha,63
"Toyota Corolla

","1,850,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Island,25000
Toyota sienna for sale,"1,300,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Badagry,85000
Toyota sienna for sale,"1,000,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Calabar,85
Toyota sienna for sale 2003,"1,300,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Badagry,85000
Toyota sienna for sale 2003,"1,300,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Badagry,8500
Toyota sienna for sale 2003,"1,300,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Badagry,85000
2010 Toyota Highlander for sale,"1,450,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Asaba,85
Toyota Camry 2005 model for sale,"1,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Abam,55
Toyota Hilux for sale,"1,850,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Badagry,85000
Toyota Corolla for sale 2001,"1,200,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Badagry,85000
Toyota Corolla for sale 2001,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Badagry,85000
Toyota Corolla 2003 Red,"1,250,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,2350
Tokunbo Toyota Corolla 2003,"1,250,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,55082
"Mercedes Benz C300

for sale","2,000,000",Mercedes,C -class,2003,,Automatic,,Petrol,,Lagos,140
good and clean lexus rx 330 for sale ,"3,500,000",Lexus,RX,2008,,Automatic,,Petrol,,Lagos,32565
2010 Toyota Highlander for your,"1,450,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Alakahia,87
2014 Toyota Venza for sale,"1,800,000",Toyota,Venza,2001,,Automatic,,Petrol,,Town,89
Lexus RX 350,"2,700,000",Lexus,RX,2006,,Automatic,,Petrol,,Lagos,04213
2005 toyota dyna truck,"1,750,000",Toyota,Duet,2002,,Automatic,,Petrol,,Lagos,3000
Toyota Corolla Ce,"1,470,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,05332
Honda Pilot,"2,400,000",Honda,Pilot,2006,,Automatic,,Petrol,,Lagos,05231
TOYOTA HIGHLANDER 2001 MODEL AVAILABLE FOR SALE AT AFFORDABLE PRICE ,"1,350,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Uwani,55
Toyota 4Runner,"1,620,000",Toyota,4runner,2004,,Automatic,,Petrol,,Lagos,04221
Toyota Highlander,"2,100,000",Toyota,Highlander,2005,,Automatic,,Petrol,,Lagos,05332
Toyota Highlander,"1,750,000",Toyota,Highlander,2004,,Automatic,,Petrol,,Lagos,04233
2020 Toyota Hilux for sale,"31,000,000",Toyota,Hilux,2020,,Automatic,,Diesel,,Osa,100
Toyota Venza,"2,700,000",Toyota,Venza,2006,,Automatic,,Petrol,,Lagos,0532
Toyota Corolla Ce,"1,280,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Lagos,0254
2014 Toyota Venza for sale,"1,950,000",Toyota,Venza,2001,,Automatic,,Petrol,,Abakaliki,70
LEXUS ES 2001 MODEL AVAILABLE FOR SALE ,"1,550,000",Lexus,ES,2001,,Automatic,,Petrol,,Maiduguri,6688
Toyota Venza for sale,"1,430,000",Toyota,Venza,2001,,Automatic,,Petrol,,Utuoku,89
Nissan Murano,"1,300,000",Nissan,Murano,2002,,Automatic,,Petrol,,Lagos,02423
TOYOTA COROLLA 2001 MODEL AVAILABLE FOR SALE ,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Jos,55
2014 Toyota Highlander for sale,"1,650,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Araromi,97
Tokumbo Land Rover Range Rover,"8,500,000",Land rover,Range Rover,2004,,Automatic,,Diesel,,Lagos,20555
2005 Lexus Es330 for sale,"1,000,000",Lexus,ES,2001,,Automatic,,Petrol,,Ekiti,66
2009 Toyota Highlander for sale,"1,300,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Apapa,87
2006 Toyota sienna for sale,"1,000,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Harcourt,84
2003 Toyota Camry for sale,"1,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Zaria,55
2006 Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Lagos,55
2010 Toyota Venza for sale,"1,600,000",Toyota,Venza,2001,,Automatic,,Petrol,,Eket,68
2005 toyota camry big daddy,"1,200,000",Toyota,Camry,2001,,Automatic,,Petrol,,Warri,3000
2008 mercedes benz GL 350 ,"1,800,000",Mercedes,GL -class,2002,,Automatic,,Petrol,,Warri,3000
toyota sienna for sale at a cheaper rate,"2,000,000",Toyota,Sienna,2006,,Automatic,,Petrol,,Town,5000
2008 mercedes benz r350,"1,450,000",Mercedes,R -class,2001,,Automatic,,Petrol,,Warri,3000
2008 mercedes benz ML 350 ,"1,550,000",Mercedes,M -class,2002,,Automatic,,Petrol,,Warri,3000
Toyota Sienna for sale at an affordable rate,"1,550,000",Toyota,Sienna,2004,,Automatic,,Petrol,,Ibadan,5000
Toyota Camry for sale at a cheaper price,"2,000,000",Toyota,Camry,2009,,Automatic,,Petrol,,Ibadan,5000
toyota corolla for sale at a cheaper rate ,"2,000,000",Toyota,Corolla,2007,,Automatic,,Petrol,,Calabar,5000
lexus rx for sale at a cheaper price ,"2,500,000",Lexus,RX,2006,,Automatic,,Petrol,,Calabar,5000
toyota corolla sport for sale ,"2,500,000",Toyota,Corolla,2006,,Automatic,,Petrol,,Jos,5000
Toyota Highlander 2010 model for sale ,"1,450,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Egbeda,78
Toyota Highlander 2006 model for sale ,"1,200,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Jos,86
Lexus rx330 for sale,"1,150,000",Lexus,RX,2001,,Automatic,,Petrol,,Jos,86
Toyota Corolla 2006 for sale,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Central,66
2010 Tokunbo Toyota Venza Very Neat,"1,450,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,635421
good and clean Toyota camry for sale ,"3,200,000",Toyota,Camry,2008,,Automatic,,Petrol,,Lagos,289579
Toyota corolla 2008 red colour for sale,"2,200,000",Toyota,Corolla,2008,,Automatic,,Petrol,,Lagos,28584
Toyota corolla for sale ,"2,000,000",Toyota,Corolla,2005,,Automatic,,Petrol,,Lagos,27658
foreign use Toyota hilux 2016,"3,200,000",Toyota,Hilux,2002,,Automatic,,Petrol,,Badagry,4500
Toyota matrix for sale 2003,"1,200,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Badagry,85000
super clean 2016 toyota Camry SE sold,"3,850,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,25364
"2010 Toyota Corolla -

","2,200,000",Toyota,Cressida,2001,,Automatic,,Petrol,,Calabar,65
very clean 2005 toyota Camry for sale,"1,150,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,25642
Toyota,"1,650,000",Toyota,Matrix,2004,,Automatic,,Petrol,,Badagry,85000
very clean 2009 toyota Camry XLE,"1,650,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,52365
Toyota,"1,500,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Badagry,85000
2008 Lexus Is250 very Clean,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,634211
Mercedes,"2,300,000",Mercedes,C -class AMG,2007,,Automatic,,Petrol,,Apapa,174300
2009 Toks Lexus RX350 very neat,"1,350,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,635211
